500, 1095.93, 390.961, 446.09, 361.141, 717.659, 442.678, 372.695, 858.695, 298.762, 169.683, 111.524, 85.0324, 288.617, 237.721, 241.42, 712.243, 380.14, 235.317
400, 1135.43, 416.886, 456.634, 371.173, 751.02, 447.116, 383.911, 998.269, 316.652, 176.305, 114.805, 89.8638, 310.203, 253.12, 249.271, 756.073, 399.947, 237.489
300, 1159.13, 419.998, 464.744, 374.517, 763.225, 452.664, 394.108, 1093.41, 326.044, 181.271, 116.117, 92.7626, 321.396, 261.781, 251.234, 785.574, 408.326, 239.661
